種別,年,月,産業分類,規模,就業形態,常用雇用,現金給与総額,きまって支給する給与,実質賃金（現金給与総額）,総実労働時間,所定外労働時間
季節調整済指数伸び率（前月比）,2018,5,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,5,TL,0,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,5,TL,T,0,0.2,1.3,0.1,1.3,0.6,1.9
季節調整済指数伸び率（前月比）,2018,5,TL,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2018,5,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2018,6,D,T,0,,2.8,,,,
季節調整済指数伸び率（前月比）,2018,6,E,0,0,0,3.1,0,3.1,0.2,-0.6
季節調整済指数伸び率（前月比）,2018,6,E,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,6,E,0,2,0.4,,,,,
季節調整済指数伸び率（前月比）,2018,6,E,T,0,0,3.3,0,3.3,0.2,-0.9
季節調整済指数伸び率（前月比）,2018,6,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,6,E,T,2,0.8,,,,,
季節調整済指数伸び率（前月比）,2018,6,TL,0,0,0,0.4,0.1,0.3,-0.2,-1.3
季節調整済指数伸び率（前月比）,2018,6,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,6,TL,0,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2018,6,TL,T,0,0,0.3,0,0.2,0,-1.1
季節調整済指数伸び率（前月比）,2018,6,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,6,TL,T,2,0,,,,,
季節調整済指数伸び率（前月比）,2018,7,D,T,0,,4.1,,,,
季節調整済指数伸び率（前月比）,2018,7,E,0,0,0.2,-0.2,-0.1,-0.5,-1,-0.1
季節調整済指数伸び率（前月比）,2018,7,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2018,7,E,0,2,0.5,,,,,
季節調整済指数伸び率（前月比）,2018,7,E,T,0,0.1,-1.1,-0.3,-1.4,-1.2,-1.2
季節調整済指数伸び率（前月比）,2018,7,E,T,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,2018,7,E,T,2,2.1,,,,,
季節調整済指数伸び率（前月比）,2018,7,TL,0,0,0,0,0,-0.2,-0.4,-0.2
季節調整済指数伸び率（前月比）,2018,7,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2018,7,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2018,7,TL,T,0,0,-0.1,0,-0.3,-0.7,-2.1
季節調整済指数伸び率（前月比）,2018,7,TL,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2018,7,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,2018,8,D,T,0,,-10,,,,
季節調整済指数伸び率（前月比）,2018,8,E,0,0,0.1,-1.4,0.1,-1.9,-0.7,-2.2
季節調整済指数伸び率（前月比）,2018,8,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2018,8,E,0,2,-0.7,,,,,
季節調整済指数伸び率（前月比）,2018,8,E,T,0,0,-0.9,0,-1.3,-0.8,-1.5
季節調整済指数伸び率（前月比）,2018,8,E,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2018,8,E,T,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,8,TL,0,0,0.1,-0.8,0.2,-1.3,-0.5,-0.5
季節調整済指数伸び率（前月比）,2018,8,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,8,TL,0,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2018,8,TL,T,0,0.1,-0.6,0,-1.1,-0.3,0.1
季節調整済指数伸び率（前月比）,2018,8,TL,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2018,8,TL,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2018,9,D,T,0,,3.5,,,,
季節調整済指数伸び率（前月比）,2018,9,E,0,0,0.1,0.4,0.3,0.4,0.7,1
季節調整済指数伸び率（前月比）,2018,9,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2018,9,E,0,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,2018,9,E,T,0,0.1,0.2,0.3,0.2,0.8,0.8
季節調整済指数伸び率（前月比）,2018,9,E,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2018,9,E,T,2,-0.9,,,,,
季節調整済指数伸び率（前月比）,2018,9,TL,0,0,0.1,-0.1,-0.1,-0.1,0.2,-0.9
季節調整済指数伸び率（前月比）,2018,9,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,9,TL,0,2,0,,,,,
季節調整済指数伸び率（前月比）,2018,9,TL,T,0,0.1,-0.2,-0.1,-0.2,0,-0.9
季節調整済指数伸び率（前月比）,2018,9,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2018,9,TL,T,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,10,D,T,0,,-0.5,,,,
季節調整済指数伸び率（前月比）,2018,10,E,0,0,0.2,0,0,-0.2,0.3,1.7
季節調整済指数伸び率（前月比）,2018,10,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2018,10,E,0,2,0.9,,,,,
季節調整済指数伸び率（前月比）,2018,10,E,T,0,0,0,0.1,-0.2,0.1,1.5
季節調整済指数伸び率（前月比）,2018,10,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,10,E,T,2,0.7,,,,,
季節調整済指数伸び率（前月比）,2018,10,TL,0,0,0.1,0.5,0.2,0.3,0.1,1.7
季節調整済指数伸び率（前月比）,2018,10,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,10,TL,0,2,0.6,,,,,
季節調整済指数伸び率（前月比）,2018,10,TL,T,0,0,0.3,0.2,0.1,-0.2,1.3
季節調整済指数伸び率（前月比）,2018,10,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,10,TL,T,2,0.4,,,,,
季節調整済指数伸び率（前月比）,2018,11,D,T,0,,-2.3,,,,
季節調整済指数伸び率（前月比）,2018,11,E,0,0,0,0.8,0.4,0.9,0.6,0.1
季節調整済指数伸び率（前月比）,2018,11,E,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2018,11,E,0,2,1.6,,,,,
季節調整済指数伸び率（前月比）,2018,11,E,T,0,0.1,1.1,0.4,1.2,0.7,0.9
季節調整済指数伸び率（前月比）,2018,11,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,11,E,T,2,1.1,,,,,
季節調整済指数伸び率（前月比）,2018,11,TL,0,0,0.1,0.8,0.3,0.9,0.5,0.3
季節調整済指数伸び率（前月比）,2018,11,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,11,TL,0,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,2018,11,TL,T,0,0,0.5,0.3,0.6,0.5,-0.3
季節調整済指数伸び率（前月比）,2018,11,TL,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2018,11,TL,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,2018,12,D,T,0,,8.5,,,,
季節調整済指数伸び率（前月比）,2018,12,E,0,0,0.2,1,-0.4,1.2,-0.1,-2.6
季節調整済指数伸び率（前月比）,2018,12,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2018,12,E,0,2,-0.7,,,,,
季節調整済指数伸び率（前月比）,2018,12,E,T,0,0.1,0.5,-0.5,0.8,-0.2,-3
季節調整済指数伸び率（前月比）,2018,12,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,12,E,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,2018,12,TL,0,0,0.2,0.4,-0.2,0.7,0.3,-1.2
季節調整済指数伸び率（前月比）,2018,12,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2018,12,TL,0,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,2018,12,TL,T,0,0.3,0.6,-0.2,0.9,0.3,-1.3
季節調整済指数伸び率（前月比）,2018,12,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2018,12,TL,T,2,0.7,,,,,
季節調整済指数伸び率（前月比）,2019,1,D,T,0,,-3.5,,,,
季節調整済指数伸び率（前月比）,2019,1,E,0,0,0.2,-2.7,0,-2.8,-2.7,-2.7
季節調整済指数伸び率（前月比）,2019,1,E,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,1,E,0,2,3.6,,,,,
季節調整済指数伸び率（前月比）,2019,1,E,T,0,0.2,-2.4,-0.2,-2.5,-3.1,-3.8
季節調整済指数伸び率（前月比）,2019,1,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2019,1,E,T,2,5.5,,,,,
季節調整済指数伸び率（前月比）,2019,1,TL,0,0,0.3,-1.8,-1,-1.9,-2.9,-0.3
季節調整済指数伸び率（前月比）,2019,1,TL,0,1,-0.4,,,,,
季節調整済指数伸び率（前月比）,2019,1,TL,0,2,3.6,,,,,
季節調整済指数伸び率（前月比）,2019,1,TL,T,0,0.4,-1.9,-1.2,-1.9,-2.8,0.2
季節調整済指数伸び率（前月比）,2019,1,TL,T,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,2019,1,TL,T,2,2.4,,,,,
季節調整済指数伸び率（前月比）,2019,2,D,T,0,,-1.1,,,,
季節調整済指数伸び率（前月比）,2019,2,E,0,0,0.1,0.1,0,0,1.9,1.2
季節調整済指数伸び率（前月比）,2019,2,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,2,E,0,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,2,E,T,0,0.1,0.5,0,0.4,2.4,1.4
季節調整済指数伸び率（前月比）,2019,2,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,2,E,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,2,TL,0,0,0.2,-0.2,0.3,-0.3,2,1.4
季節調整済指数伸び率（前月比）,2019,2,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,2,TL,0,2,0.8,,,,,
季節調整済指数伸び率（前月比）,2019,2,TL,T,0,0,-0.1,0.3,-0.2,2,2
季節調整済指数伸び率（前月比）,2019,2,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,2,TL,T,2,0,,,,,
季節調整済指数伸び率（前月比）,2019,3,D,T,0,,0.2,,,,
季節調整済指数伸び率（前月比）,2019,3,E,0,0,0,1.4,0.3,1.4,-0.9,-1.3
季節調整済指数伸び率（前月比）,2019,3,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,3,E,0,2,-0.7,,,,,
季節調整済指数伸び率（前月比）,2019,3,E,T,0,0,0.3,0.2,0.3,-1,-1
季節調整済指数伸び率（前月比）,2019,3,E,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,3,E,T,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,2019,3,TL,0,0,0.1,-0.2,-0.2,-0.2,-0.7,-1.4
季節調整済指数伸び率（前月比）,2019,3,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,3,TL,0,2,-0.5,,,,,
季節調整済指数伸び率（前月比）,2019,3,TL,T,0,-0.2,-0.1,0.1,-0.1,-0.6,-2.3
季節調整済指数伸び率（前月比）,2019,3,TL,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,3,TL,T,2,0,,,,,
季節調整済指数伸び率（前月比）,2019,4,D,T,0,,0.9,,,,
季節調整済指数伸び率（前月比）,2019,4,E,0,0,0.4,-0.7,-0.3,-0.9,0.5,0.5
季節調整済指数伸び率（前月比）,2019,4,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,4,E,0,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2019,4,E,T,0,0.3,-0.5,-0.1,-0.7,0.4,0.7
季節調整済指数伸び率（前月比）,2019,4,E,T,1,0.4,,,,,
季節調整済指数伸び率（前月比）,2019,4,E,T,2,-0.9,,,,,
季節調整済指数伸び率（前月比）,2019,4,TL,0,0,0.2,0,0.5,-0.2,0.1,0.5
季節調整済指数伸び率（前月比）,2019,4,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,4,TL,0,2,-0.7,,,,,
季節調整済指数伸び率（前月比）,2019,4,TL,T,0,0.2,-0.3,0.2,-0.5,0.3,0.5
季節調整済指数伸び率（前月比）,2019,4,TL,T,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,4,TL,T,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,2019,5,D,T,0,,0.3,,,,
季節調整済指数伸び率（前月比）,2019,5,E,0,0,0,2.9,0.4,2.9,0.1,-0.3
季節調整済指数伸び率（前月比）,2019,5,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,5,E,0,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,2019,5,E,T,0,0,2.1,0.1,2.1,-0.6,-0.5
季節調整済指数伸び率（前月比）,2019,5,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,5,E,T,2,0,,,,,
季節調整済指数伸び率（前月比）,2019,5,TL,0,0,0.2,1.1,0.2,1.1,0.4,1.7
季節調整済指数伸び率（前月比）,2019,5,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,5,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,5,TL,T,0,0.1,1,0.2,1,-0.7,1.1
季節調整済指数伸び率（前月比）,2019,5,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,5,TL,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,6,D,T,0,,0.3,,,,
季節調整済指数伸び率（前月比）,2019,6,E,0,0,0.1,-2.1,0.1,-2,-0.6,-1.7
季節調整済指数伸び率（前月比）,2019,6,E,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,6,E,0,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,2019,6,E,T,0,-0.1,-1.2,0.1,-1.1,0.1,-2
季節調整済指数伸び率（前月比）,2019,6,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2019,6,E,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,2019,6,TL,0,0,0.1,1.3,0.1,1.4,-1,-1.5
季節調整済指数伸び率（前月比）,2019,6,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,6,TL,0,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,6,TL,T,0,0,1.1,0.1,1.2,-0.1,-0.7
季節調整済指数伸び率（前月比）,2019,6,TL,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,6,TL,T,2,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,7,D,T,0,,1.9,,,,
季節調整済指数伸び率（前月比）,2019,7,E,0,0,-0.1,-0.1,-0.4,-0.1,-0.5,-1
季節調整済指数伸び率（前月比）,2019,7,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,7,E,0,2,-1.4,,,,,
季節調整済指数伸び率（前月比）,2019,7,E,T,0,0,-0.1,-0.1,-0.1,-0.2,-0.7
季節調整済指数伸び率（前月比）,2019,7,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,7,E,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,7,TL,0,0,0.2,-2.7,-0.4,-2.7,0,-1.1
季節調整済指数伸び率（前月比）,2019,7,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,7,TL,0,2,0.4,,,,,
季節調整済指数伸び率（前月比）,2019,7,TL,T,0,0.2,-1,-0.1,-1,0,-1.2
季節調整済指数伸び率（前月比）,2019,7,TL,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,7,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,8,D,T,0,,-1.3,,,,
季節調整済指数伸び率（前月比）,2019,8,E,0,0,0.1,0.5,0.2,0.4,1.3,-0.5
季節調整済指数伸び率（前月比）,2019,8,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,8,E,0,2,0.7,,,,,
季節調整済指数伸び率（前月比）,2019,8,E,T,0,0,0.2,0.1,0.1,0.5,-1.3
季節調整済指数伸び率（前月比）,2019,8,E,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,8,E,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,8,TL,0,0,0.2,1.3,0.4,1.2,0.5,-0.9
季節調整済指数伸び率（前月比）,2019,8,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,8,TL,0,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,8,TL,T,0,0,0,0.4,-0.1,0.5,-0.3
季節調整済指数伸び率（前月比）,2019,8,TL,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,8,TL,T,2,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,9,D,T,0,,2.9,,,,
季節調整済指数伸び率（前月比）,2019,9,E,0,0,0,-1.2,-0.2,-1.3,-1.1,-2
季節調整済指数伸び率（前月比）,2019,9,E,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,9,E,0,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,9,E,T,0,0,-1.1,-0.4,-1.2,-0.8,-1.7
季節調整済指数伸び率（前月比）,2019,9,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2019,9,E,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,9,TL,0,0,0.2,0.1,0,0,-0.7,0.8
季節調整済指数伸び率（前月比）,2019,9,TL,0,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,9,TL,0,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,9,TL,T,0,0.2,0.1,0,0,-0.6,1
季節調整済指数伸び率（前月比）,2019,9,TL,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,9,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,10,D,T,0,,-2.4,,,,
季節調整済指数伸び率（前月比）,2019,10,E,0,0,0.1,0.2,-0.2,0.1,0.3,-0.7
季節調整済指数伸び率（前月比）,2019,10,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,10,E,0,2,0.8,,,,,
季節調整済指数伸び率（前月比）,2019,10,E,T,0,0,0.3,0,0.2,0.4,-1.4
季節調整済指数伸び率（前月比）,2019,10,E,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,10,E,T,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,10,TL,0,0,0.2,-0.1,0,-0.2,0.4,-0.7
季節調整済指数伸び率（前月比）,2019,10,TL,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,10,TL,0,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2019,10,TL,T,0,0.1,0.2,0.1,0.1,0.4,-0.6
季節調整済指数伸び率（前月比）,2019,10,TL,T,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2019,10,TL,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2019,11,D,T,0,,-0.9,,,,
季節調整済指数伸び率（前月比）,2019,11,E,0,0,0.1,2.3,-0.2,2,-2.4,-2.6
季節調整済指数伸び率（前月比）,2019,11,E,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,11,E,0,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,2019,11,E,T,0,0.1,2.1,-0.1,1.8,-2.4,-2.3
季節調整済指数伸び率（前月比）,2019,11,E,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,11,E,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2019,11,TL,0,0,0.1,1,-0.1,0.7,-1.4,-1.1
季節調整済指数伸び率（前月比）,2019,11,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,11,TL,0,2,0.5,,,,,
季節調整済指数伸び率（前月比）,2019,11,TL,T,0,0.1,0.5,-0.2,0.2,-1.7,-1.1
季節調整済指数伸び率（前月比）,2019,11,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2019,11,TL,T,2,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,12,D,T,0,,5.2,,,,
季節調整済指数伸び率（前月比）,2019,12,E,0,0,0,-1.5,0.2,-1.6,2.2,-1.2
季節調整済指数伸び率（前月比）,2019,12,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,12,E,0,2,-1.3,,,,,
季節調整済指数伸び率（前月比）,2019,12,E,T,0,0,-2,0,-2.1,2,-1.3
季節調整済指数伸び率（前月比）,2019,12,E,T,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,12,E,T,2,-0.7,,,,,
季節調整済指数伸び率（前月比）,2019,12,TL,0,0,0.1,-0.1,0.1,-0.2,1.1,-0.8
季節調整済指数伸び率（前月比）,2019,12,TL,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,12,TL,0,2,0.1,,,,,
季節調整済指数伸び率（前月比）,2019,12,TL,T,0,0.1,0.4,0.2,0.3,1.3,-0.8
季節調整済指数伸び率（前月比）,2019,12,TL,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2019,12,TL,T,2,0.3,,,,,
季節調整済指数伸び率（前月比）,2020,1,D,T,0,,-2.8,,,,
季節調整済指数伸び率（前月比）,2020,1,E,0,0,0.1,-2.6,-1.1,-2.6,-0.2,0.2
季節調整済指数伸び率（前月比）,2020,1,E,0,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,2020,1,E,0,2,6.8,,,,,
季節調整済指数伸び率（前月比）,2020,1,E,T,0,0,-0.5,-0.5,-0.5,-0.1,0.3
季節調整済指数伸び率（前月比）,2020,1,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2020,1,E,T,2,2.5,,,,,
季節調整済指数伸び率（前月比）,2020,1,TL,0,0,0.1,-0.8,-0.4,-0.8,-0.8,0.4
季節調整済指数伸び率（前月比）,2020,1,TL,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2020,1,TL,0,2,0.5,,,,,
季節調整済指数伸び率（前月比）,2020,1,TL,T,0,0.2,-0.6,-0.6,-0.6,-0.7,0.4
季節調整済指数伸び率（前月比）,2020,1,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2020,1,TL,T,2,0.9,,,,,
季節調整済指数伸び率（前月比）,2020,2,D,T,0,,-0.8,,,,
季節調整済指数伸び率（前月比）,2020,2,E,0,0,0.1,0.7,0.3,0.9,1.4,-0.9
季節調整済指数伸び率（前月比）,2020,2,E,0,1,0.4,,,,,
季節調整済指数伸び率（前月比）,2020,2,E,0,2,-2.2,,,,,
季節調整済指数伸び率（前月比）,2020,2,E,T,0,0.2,0.1,0.2,0.3,1.7,-0.6
季節調整済指数伸び率（前月比）,2020,2,E,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2020,2,E,T,2,-1.8,,,,,
季節調整済指数伸び率（前月比）,2020,2,TL,0,0,0.2,-0.1,0.2,0.1,0.9,0.7
季節調整済指数伸び率（前月比）,2020,2,TL,0,1,0.1,,,,,
季節調整済指数伸び率（前月比）,2020,2,TL,0,2,0,,,,,
季節調整済指数伸び率（前月比）,2020,2,TL,T,0,0.1,-0.5,0.1,-0.3,0.8,0.2
季節調整済指数伸び率（前月比）,2020,2,TL,T,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2020,2,TL,T,2,-0.3,,,,,
季節調整済指数伸び率（前月比）,2020,3,D,T,0,,0.7,,,,
季節調整済指数伸び率（前月比）,2020,3,E,0,0,0,-1.3,-0.3,-1.4,-1.3,-0.8
季節調整済指数伸び率（前月比）,2020,3,E,0,1,-0.5,,,,,
季節調整済指数伸び率（前月比）,2020,3,E,0,2,3.3,,,,,
季節調整済指数伸び率（前月比）,2020,3,E,T,0,-0.1,-1.8,-0.5,-1.9,-1.9,-1.3
季節調整済指数伸び率（前月比）,2020,3,E,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2020,3,E,T,2,2.1,,,,,
季節調整済指数伸び率（前月比）,2020,3,TL,0,0,0,-1.2,-0.8,-1.3,-1.2,-4.9
季節調整済指数伸び率（前月比）,2020,3,TL,0,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2020,3,TL,0,2,0.4,,,,,
季節調整済指数伸び率（前月比）,2020,3,TL,T,0,-0.1,-1,-0.4,-1.1,-1,-4.9
季節調整済指数伸び率（前月比）,2020,3,TL,T,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2020,3,TL,T,2,-0.1,,,,,
季節調整済指数伸び率（前月比）,2020,4,D,T,0,,-1.2,,,,
季節調整済指数伸び率（前月比）,2020,4,E,0,0,0.1,-0.5,-1.8,-0.2,-3.6,-14.8
季節調整済指数伸び率（前月比）,2020,4,E,0,1,0.4,,,,,
季節調整済指数伸び率（前月比）,2020,4,E,0,2,-3.1,,,,,
季節調整済指数伸び率（前月比）,2020,4,E,T,0,0.1,-0.5,-1.6,-0.2,-3.3,-14.7
季節調整済指数伸び率（前月比）,2020,4,E,T,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2020,4,E,T,2,-1.9,,,,,
季節調整済指数伸び率（前月比）,2020,4,TL,0,0,-0.2,-0.9,-0.6,-0.6,-3.3,-13.8
季節調整済指数伸び率（前月比）,2020,4,TL,0,1,0.6,,,,,
季節調整済指数伸び率（前月比）,2020,4,TL,0,2,-2.7,,,,,
季節調整済指数伸び率（前月比）,2020,4,TL,T,0,-0.3,-0.7,-0.8,-0.4,-3.6,-13.2
季節調整済指数伸び率（前月比）,2020,4,TL,T,1,0.3,,,,,
季節調整済指数伸び率（前月比）,2020,4,TL,T,2,-2.4,,,,,
季節調整済指数伸び率（前月比）,2020,5,D,T,0,,-1.6,,,,
季節調整済指数伸び率（前月比）,2020,5,E,0,0,0,-0.3,-1.8,-0.3,-7.3,-18.4
季節調整済指数伸び率（前月比）,2020,5,E,0,1,-0.1,,,,,
季節調整済指数伸び率（前月比）,2020,5,E,0,2,1.4,,,,,
季節調整済指数伸び率（前月比）,2020,5,E,T,0,-0.2,-0.4,-1.6,-0.4,-6.9,-17.7
季節調整済指数伸び率（前月比）,2020,5,E,T,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,2020,5,E,T,2,-0.2,,,,,
季節調整済指数伸び率（前月比）,2020,5,TL,0,0,-0.3,-1.1,-1.2,-1.1,-4.5,-11.2
季節調整済指数伸び率（前月比）,2020,5,TL,0,1,-0.3,,,,,
季節調整済指数伸び率（前月比）,2020,5,TL,0,2,-0.6,,,,,
季節調整済指数伸び率（前月比）,2020,5,TL,T,0,-0.9,-1,-0.9,-1,-4.8,-13.1
季節調整済指数伸び率（前月比）,2020,5,TL,T,1,-0.2,,,,,
季節調整済指数伸び率（前月比）,2020,5,TL,T,2,-1.8,,,,,
季節調整済指数伸び率（前月比）,2020,6,D,T,0,,5.4,,,,
季節調整済指数伸び率（前月比）,2020,6,E,0,0,0,-2.8,-0.7,-2.7,1.8,-2
季節調整済指数伸び率（前月比）,2020,6,E,0,1,0.2,,,,,
季節調整済指数伸び率（前月比）,2020,6,E,0,2,-2,,,,,
季節調整済指数伸び率（前月比）,2020,6,E,T,0,0,-2.4,-0.4,-2.3,1.2,-3.3
季節調整済指数伸び率（前月比）,2020,6,E,T,1,0,,,,,
季節調整済指数伸び率（前月比）,2020,6,E,T,2,-0.4,,,,,
季節調整済指数伸び率（前月比）,2020,6,TL,0,0,0.2,1.6,0.5,1.7,3.2,6.4
季節調整済指数伸び率（前月比）,2020,6,TL,0,1,0,,,,,
季節調整済指数伸び率（前月比）,2020,6,TL,0,2,0.6,,,,,
季節調整済指数伸び率（前月比）,2020,6,TL,T,0,0.2,1.3,0.6,1.4,4.2,8.5
